Sr.No,Name,Brand,UnitPrice,DicountPrice,Category,SubCategory,Quantity
4907,Wildcraft Wonder Backpack - Ombre Black,Wildcraft,1699,999,Backpacks,Backpacks,1 U
4908,Wildcraft Wonder Backpack - Tribal Blue,Wildcraft,1699,999,Backpacks,Backpacks,1 U
4909,Wildcraft Power Laptop Utility Backpack - Black,Wildcraft,2198,1099,Backpacks,Backpacks,1 U
4910,Wildcraft Power Laptop Backpack - Grey,Wildcraft,2599,1299,Backpacks,Backpacks,1 U
4911,Disposable FFP2 Face Mask,Local Brand,425,60,Specials,Specials,Pack of 5
4912,Wildcraft 6 Layer Large Face Mask,Wildcraft,175,75,Specials,Specials,1 U
4913,Disposable 3 Ply Face Mask,Local Brand,49,20,Specials,Specials,Pack of 5
4914,Vatsal Designer Face Mask 1424 Polo,Vatsal,99,59,Specials,Specials,Pack Of 3
4915,Vatsal Designer Face Mask 1418 Polo,Vatsal,99,59,Specials,Specials,Pack Of 3
4916,Disposable 3 Ply Face Mask,Local Brand,50,20,Specials,Specials,Pack of 5
4917,High Spirit 3 Layer Reusable Mask,High Spirit,149,99,Specials,Specials,Pack of 3
4918,Zebronics Tulip Earphones - Black,Zebronics,459,149,Zebronics,Zebronics,1 U
4919,Zebronics Gravity Wireless Bluetooth Neckband Earphone,Zebronics,1299,649,Zebronics,Zebronics,1 U
4920,Boat Rockerz 238 Black Wireless Bluetooth Headset,Boat,2990,1199,Specials,Specials,1 Unit
4921,Ambrane EP-56 Wired Earphones - Assorted,Ambrane,299,149,Specials,Specials,1 Unit
4922,Zebronics Delight Bluetooth Speaker,Zebronics,899,499,Zebronics,Zebronics,3 W
4923,Boat Rockerz 255R Black Bluetooth Earphone,Boat,2990,1299,Specials,Specials,1 Unit
4924,Portronics Wireless Sports Earburds,Potronics,2999,999,Specials,Specials,1 U
4925,Boat Bass 910 Wired Headphone,Boat,2490,799,Specials,Specials,1 Unit
4926,Ambrane Dots 38 Wireless Earphone,Ambrane,2499,999,Specials,Specials,1 U
4927,Zebronics Sound Bomb S1 Wireless Earbud,Zebronics,2849,1449,Specials,Specials,1 U
4928,Ambrane Melody Twist Bluetooth Neckband,Ambrane,1499,599,Specials,Specials,1 U
4929,Zebronics Aura Bluetooth Headphone,Zebronics,999,499,Zebronics,Zebronics,1 U
4930,Ambrane Bassband Beat Bluetooth Earphones,Ambrane,1499,499,Specials,Specials,1 U
4931,Ambrane Wh-65 Over The Ear Wireless Headphones With Mic - Black,Ambrane,1999,599,Specials,Specials,1 Unit
4932,Boat Rockerz 450R Black Wireless Bluetooth Headphone,Boat,3990,1399,Specials,Specials,1 Unit
4933,Zebronics Paradise Bluetooth Headphone,Zebronics,1199,599,Specials,Specials,1 U
4934,Zebronics Sound Feast 51 Bluetooth Portable Speaker,Zebronics,2499,1399,Specials,Specials,1 Unit
4935,Urbn Raw Wireless Neckband - Black,Local Brand,2999,899,Specials,Specials,1 Unit
4936,Boat Black Stone 650R Bluetooth Speaker,Boat,4990,1999,Specials,Specials,1 Unit
4937,Artis MS301 Portable Wireless Bluetooth Speaker,Artis,3499,2199,Specials,Specials,1 Unit
4938,Ambrane Dots XS Wireless Earphones,Ambrane,1799,999,Specials,Specials,1 U
4939,Zebronics Pleasant Headphone,Zebronics,399,299,Specials,Specials,1 U
4940,Boat Black Rockerz 410 Bluetooth Headphone,Boat,2990,1499,Specials,Specials,1 Unit
4941,Zebronics Ace Portable Bluetooth Speaker,Zebronics,2699,1099,Specials,Specials,1 U
4942,Artis BT99 Portable Bluetooth Speaker - Black,Artis,1899,1199,Specials,Specials,1 U
4943,Portronics Sounddrum-1 Bluetooth Speaker,Portronics,2499,1199,Specials,Specials,1 U
4944,Artis Bt09 Portable Wireless Bluetooth Speaker,Artis,1999,999,Specials,Specials,1 Unit
4945,Boat Bass 900 Wired Headphone - White,Boat,2490,799,Specials,Specials,1 Unit
4946,Ambrane BT-83 Portable Bluetooth Speaker Black,Ambrane,2999,1699,Specials,Specials,1 U
4947,Tigi Musica Earphone,Tigi,350,199,Specials,Specials,1 U
4948,Portronics POR-891 Pure Sound Pro-3 Bluetooth Speaker Soundbar,Portronics,2999,1899,Specials,Specials,1 U
4949,Portronics Pixel Portable Bt Speaker,Potronics,2999,1499,Specials,Specials,1 U
4950,Sun Umbrella 3-Fold Dew Auto Black,Sun,615,555,Specials,Specials,1 U
4951,Sun Umbrella 3-Fold Elvis Auto Big Black,Sun,660,599,Specials,Specials,1 U
4952,Sun Umbrella 3-Fold Printed Olga 1 Auto Big,Sun,650,585,Specials,Specials,1 U
4953,Sun Umbrella 3-Fold Cleopatra 4 Auto Plain,Sun,635,575,Specials,Specials,1 U
4954,Sun Umbrella 3-Fold Printed Olga 3 Auto Big,Sun,720,649,Specials,Specials,1 U
4955,John Kid's Umbrella Assorted - Disney,John,350,299,Specials,Specials,1 U
4956,Sun Umbrella 3-Fold Printed Olga 2 Auto Big,Sun,720,649,Specials,Specials,1 U
4957,Sun Umbrella 3-Fold Christina 5 Auto Printed,Sun,645,575,Specials,Specials,1 U
4958,Sun Umbrella 3-Fold Christina 6 Auto Printed,Sun,645,575,Specials,Specials,1 U
4959,Sun Umbrella 3-Fold Christina 7 Auto Printed,Sun,645,575,Specials,Specials,1 U
4960,Sun Umbrella 3-Fold Christina 8 Auto Printed,Sun,645,575,Specials,Specials,1 U
4961,Sun Umbrella 3-Fold Christina 9 Auto Printed,Sun,645,575,Specials,Specials,1 U
4962,Sun Umbrella 3-Fold Christina 11 Auto Printed,Sun,645,575,Specials,Specials,1 U
4963,John Kid's Umbrella Assorted - Marvel,John,350,299,Specials,Specials,1 U
4964,Yoga Mat - Assorted Colours,Local Brand,650,529,Specials,Specials,1 U
4965,Joyo Folding Desk - Assorted,Joyo Plastics,1200,699,Specials,Specials,1 U
4966,Portronics Buddy Hexa22 Laptop Stand,Portronics,1299,399,Specials,Specials,1 U
4967,Portronics My Buddy K2 Laptop Stand,Portronics,2999,799,Specials,Specials,1 U
4968,Zebronics Ms Alex Optical USB Mouse,Zebronics,299,149,Computer Accessories,Computer Accessories,1 U
4969,Zebronics K20 Keyboard,Zebronics,399,299,Computer Accessories,Computer Accessories,1 U
4970,Krish Plastic Round Planter Pot - 112,Local Brand,80,69,Plant Container,Plant Container,1 U
4971,Krish Plastic Round Planter Pot - 110,Local Brand,60,49,Plant Container,Plant Container,1 Unit
4972,Pot Planter Saucer Base Plate - 16.5 cm,Local Brand,17,15,Plant Container,Plant Container,1 Unit
4973,Hanging Hook Pot Planter - Assorted,Local Brand,130,79,Plant Container,Plant Container,1 Unit
4974,Hanging Double Hook Pot Planter - Assorted,Local Brand,120,99,Plant Container,Plant Container,1 Unit
4975,Krish Plastic Round Planter Pot - 108,Local Brand,50,39,Plant Container,Plant Container,1 Unit
4976,Pot Planter Saucer Base Plate - 13 cm,Local Brand,17,15,Plant Container,Plant Container,1 Unit
4977,Pot Planter Saucer Base Plate - 10 cm,Local Brand,12,10,Plant Container,Plant Container,1 Unit
4978,Krish Hook Pot Planter - Purple,Local Brand,130,79,Plant Container,Plant Container,1 U
4979,Krish Hook Pot Planter - Yellow,Local Brand,130,79,Plant Container,Plant Container,1 U
4980,Krish Square Planter - 10 - Red,Local Brand,150,99,Plant Container,Plant Container,1 U
4981,Planter Honeycomb With Black Chain - Purple,Local Brand,80,69,Plant Container,Plant Container,1 U
4982,Krish Planter 110 - Orange,Local Brand,150,89,Plant Container,Plant Container,1 U
4983,Krish Planter 110 - Red,Local Brand,150,89,Plant Container,Plant Container,1 U
4984,Krish Square Planter - 10 - Blue,Local Brand,150,99,Plant Container,Plant Container,1 U
4985,Planter Honeycomb With Black Chain - Blue,Local Brand,80,69,Plant Container,Plant Container,1 U
4986,Krish Hook Pot Planter - Blue,Local Brand,130,79,Plant Container,Plant Container,1 U
4987,Krish Square Planter - 10 - Orange,Local Brand,150,99,Plant Container,Plant Container,1 U
4988,Krish Planter 110 - Purple,Local Brand,150,89,Plant Container,Plant Container,1 U
4989,Krish Planter 110 - Blue,Local Brand,150,89,Plant Container,Plant Container,1 U
4990,Metal Planter Stand - 20 cms - Black,Local Brand,200,99,Plant Container,Plant Container,1 U
4991,Metal Planter Stand - 20 cms - Golden,Local Brand,200,99,Plant Container,Plant Container,1 U
4992,Metal Planter Stand - 20 cms - Copper,Local Brand,200,99,Plant Container,Plant Container,1 U
4993,Studds Urban Open Face Helmet 580 mm - Black,Studds,1075,959,Motorbike Helmets,Motorbike Helmets,Size L
4994,Vega Cliff Full Face Helmet - Medium,Vega,998,799,Motorbike Helmets,Motorbike Helmets,1 U
4995,Studds Chrome Eco Full Face Helmet 580 mm - Black,Studds,1075,959,Motorbike Helmets,Motorbike Helmets,Size L
4996,Vega Verve Helmet - Medium,Vega,1295,1036,Motorbike Helmets,Motorbike Helmets,1 U
4997,Dettol Liquid Handwash Pump - Skin Care,Dettol,99,92,Personal Care,Personal Hygiene,200 ml
4998,Dettol Liquid Handwash Refill - Original,Dettol,42,39,Personal Care,Personal Hygiene,175 ml
4999,Decor Ganpati Kanthi Drop Pendant - 12 Inches,Local Brand,210,149,Specials,Festive Specials,1 U
5000,Decor Ganpati Kanthi Square Pendant - 12 Inches,Local Brand,210,149,Specials,Festive Specials,1 U
5001,Decor Ganpati Kanthi 3 Layer Round Flower Pendant - 12 Inches,Local Brand,210,149,Specials,Festive Specials,1 U
5002,Decor Ganpati Kanthi Side Pendant (Pink & Green) - 12 Inches,Local Brand,210,149,Specials,Festive Specials,1 U
5003,Decor Ganpati Kanthi Side Pendant (Red & Green) - 12 Inches,Local Brand,210,149,Specials,Festive Specials,1 U
5004,Decorative Moti Three Layers Ganesha Toran - 12 Inches,Local Brand,250,225,Specials,Festive Specials,1 U
5005,Decorative Two Layers Multi Colour Gonda Toran - 12 Inches,Local Brand,250,225,Specials,Festive Specials,1 U
5006,Decorative White Flower Toran - 12 Inches,Local Brand,250,225,Specials,Festive Specials,1 U
5007,Decorative Red & Yellow Flower Toran,Local Brand,250,225,Specials,Festive Specials,1 U
5008,Decorative Hanging Gold Ladi Toran Set,Local Brand,235,169,Specials,Festive Specials,1 U
5009,Decorative Hanging Silver Ladi Toran Set,Local Brand,235,169,Specials,Festive Specials,1 U
5010,Decorative Door Hanging Red Gonda Latkan Toran,Local Brand,150,99,Specials,Festive Specials,1 U
5011,Aluminium Modak Mould No.2,Local Brand,89,69,Specials,Festive Specials,1 U
5012,Brass Prasad Plate - Size 1,Local Brand,90,69,Specials,Festive Specials,1 U
5013,Brass Prasad Plate - Size 2,Local Brand,100,79,Specials,Festive Specials,1 U
5014,Aluminium Folding Shopping Trolley With 8 Wheels,Local Brand,2000,1799,Specials,Specials,1 U
5015,Portronics Kronos Y1 Smart Watch - Grey,Portronics,5999,2499,Smartwatches,Smartwatches,1 U
5016,Zeel MS201 Men's Raincoat - Blue,Zeel,499,449,Raincoat,Raincoat,Size XL
5017,Zeel MS201 Men's Raincoat - Blue,Zeel,499,449,Raincoat,Raincoat,Size XXL
5018,Zeel MS201 Men's Raincoat - Purple,Zeel,499,449,Raincoat,Raincoat,Size XL
5019,Zeel MS201 Men's Raincoat - Purple,Zeel,499,449,Raincoat,Raincoat,Size XXL
5020,Zeel MS201 Men's Raincoat - Light Green,Zeel,499,449,Raincoat,Raincoat,Size XL
5021,Zeel MS201 Men's Raincoat - Light Green,Zeel,499,449,Raincoat,Raincoat,Size XXL
5022,Zeel MS301 Men's Raincoat - Black,Zeel,499,449,Raincoat,Raincoat,Size L
5023,Zeel MS301 Men's Raincoat - Black,Zeel,499,449,Raincoat,Raincoat,Size XL
5024,Zeel MS301 Men's Raincoat - Black,Zeel,499,449,Raincoat,Raincoat,Size XXL
5025,Zeel MS301 Men's Raincoat - Navy Blue,Zeel,499,449,Raincoat,Raincoat,Size L
5026,Zeel MS301 Men's Raincoat - Navy Blue,Zeel,499,449,Raincoat,Raincoat,Size XL
5027,Zeel MS301 Men's Raincoat - Navy Blue,Zeel,499,449,Raincoat,Raincoat,Size XXL
5028,Zeel MS301 Men's Raincoat - Grey,Zeel,499,449,Raincoat,Raincoat,Size L
5029,Zeel MS301 Men's Raincoat - Grey,Zeel,499,449,Raincoat,Raincoat,Size XL
5030,Zeel MS301 Men's Raincoat - Grey,Zeel,499,449,Raincoat,Raincoat,Size XXL
5031,Zeel MR203 Men's Raincoat - Black,Zeel,1450,1199,Raincoat,Raincoat,Size XL
5032,Zeel MR203 Men's Raincoat - Black,Zeel,1450,1199,Raincoat,Raincoat,Size XXL
5033,Zeel MR203 Men's Raincoat - Navy Blue,Zeel,1450,1199,Raincoat,Raincoat,Size XXL
5034,Zeel MR161 Men's Raincoat - Black,Zeel,1500,1299,Raincoat,Raincoat,Size XL
5035,Zeel MR161 Men's Raincoat - Black,Zeel,1500,1299,Raincoat,Raincoat,Size XXL
5036,Zeel MR161 Men's Raincoat - Navy Blue,Zeel,1500,1299,Raincoat,Raincoat,Size XL
5037,Zeel MR161 Men's Raincoat - Navy Blue,Zeel,1500,1299,Raincoat,Raincoat,Size XXL
5038,Zeel MR168 Men's Raincoat - Black,Zeel,1700,1499,Raincoat,Raincoat,Size XL
5039,Zeel MR184 Men's Raincoat - Black,Zeel,1700,1499,Raincoat,Raincoat,Size XL
5040,Zeel MR184 Men's Raincoat - Black,Zeel,1700,1499,Raincoat,Raincoat,Size XXL
5041,Zeel MR184 Men's Raincoat - Navy Blue,Zeel,1700,1499,Raincoat,Raincoat,Size XL
5042,Zeel MR184 Men's Raincoat - Navy Blue,Zeel,1700,1499,Raincoat,Raincoat,Size XXL
5043,Zeel LP306 Women's Raincoat - Pink,Zeel,550,479,Raincoat,Raincoat,Size L
5044,Zeel LP306 Women's Raincoat - Pink,Zeel,550,479,Raincoat,Raincoat,Size XL
5045,Zeel LP306 Women's Raincoat - Orange,Zeel,550,479,Raincoat,Raincoat,Size L
5046,Zeel LP306 Women's Raincoat - Orange,Zeel,550,479,Raincoat,Raincoat,Size XL
5047,Zeel MT212 Men's Raincoat - Navy Blue : Size XXL,Zeel,1199,1049,Raincoat,Raincoat,Size XL
5048,Zeel MT212 Men's Raincoat - Navy Blue : Size XXL,Zeel,1199,1049,Raincoat,Raincoat,Local Brand
5049,MP Sihore Wheat,Local Brand,350,260,DMart Grocery,DMart Grocery,5 kg
5050,MP Sihore Wheat,Local Brand,570,370,DMart Grocery,DMart Grocery,10 kg
5051,Maida,Local Brand,26,22,DMart Grocery,DMart Grocery,500 gm
5052,Maida,Local Brand,49,39,DMart Grocery,DMart Grocery,1 kg
5053,Jawar (Sorghum) Solapur,Local Brand,75,60,DMart Grocery,DMart Grocery,1 kg
5054,24 Mantra Organic Jaggery Powder,24 Mantra Organic,80,63,Grocery,Salt / Sugar / Jaggery,500 gm
5055,Pitambari Ruchiyana Jaggery Powder - Chemical Free,Pitambari,75,37,Grocery,Salt / Sugar / Jaggery,500 gm
5056,Bhagar,Local Brand,93,76,DMart Grocery,Rice & Rice Products,500 gm
5057,Cadbury Chocobakes Cake,Cadbury,60,45,Packaged Food,Bakery,126 gm
5058,Idli Rava,Local Brand,26,22,DMart Grocery,DMart Grocery,500 gm
5059,Idli Rava,Local Brand,51,45,DMart Grocery,DMart Grocery,1 kg
5060,Britannia Fudge It Chocolate Brownie Cake,Britannia,60,39,Packaged Food,Bakery,120 gm
5061,Hand-Aid Liquid Handwash Cool,Hand Aid,140,70,Personal Care,Personal Hygiene,750 ml
5062,Hand-Aid Liquid Handwash Cool,Hand Aid,35,20,Personal Care,Personal Hygiene,175 ml
5063,Himalaya Pure Hands Deep Cleansing Tulsi & Lemon Refill,Himalaya,115,85,Personal Care,Personal Hygiene,750 ml
5064,Rasmalai Premium Desi Jaggery Pieces,Rasmalai,90,83,Grocery,Salt / Sugar / Jaggery,800 gm
5065,Satyam Jaggery,Satyam,58,53,Grocery,Salt / Sugar / Jaggery,500 gm
5066,Britannia Treat Croissant Cocoa Creme Roll,Britannia,20,13,Packaged Food,Bakery,45 gm
5067,Hand Aid Total Instant Sanitizer,Hand Aid,25,17,Personal Care,Personal Hygiene,50 ml
5068,Hand Aid Total Instant Sanitizer,Hand Aid,50,24,Personal Care,Personal Hygiene,100 ml
5069,Hand Aid Total Instant Sanitizer,Hand Aid,250,92,Personal Care,Personal Hygiene,500 ml
5070,Organic Tattva Sugar,Organic Tattva,140,98,Grocery,Salt / Sugar / Jaggery,1 kg
5071,Philips BT 1234/16 Beard Trimmer,Philips,945,849,Specials,Specials,1 Unit
5072,Borges Green Pitted Olives,Borges,250,189,Packaged Food,Packaged Food,450 gm
5073,Pedigree Meat Jerky Barbecued Chicken : 80 gms,Pedigree,160,126,Specials,Specials,80 gm
5074,Syska HT200U Beard Hair Trimmer,Syska,829,629,Specials,Specials,1 U
5075,Veet Full Body Waxing Kit - Sensitive Skin,Veet,235,218,Personal Care,Personal Hygiene,20 U
5076,Pedigree Puppy Chicken Chunks Gravy Food,Pedigree,40,36,Specials,Specials,70 gm
5077,Parle Happy Happy Tutti Frutty Flavoured Cake,Parle,40,30,Packaged Food,Bakery,120 gm
5078,Cello Finegrip Pen (Jar),Cello,175,129,School Supplies,School Needs,Pack of 25
5079,Pedigree Dentastix Medium,Pedigree,200,157,Specials,Specials,180 gm
5080,Britannia Treat Choco Creme Wafers,Britannia,50,25,Packaged Food,Bakery,60 gm
5081,Britannia Pineapple Cake,Britannia,15,13,Packaged Food,Bakery,50 gm
5082,Britannia Treat Vanila Creme Wafers,Britannia,50,25,Packaged Food,Bakery,60 gm
5083,Nestle Ceregrow Milk & Fruits,Nestle,303,303,Baby & Kids,Baby & Kids,300 gm
5084,Camel Oil Pastel In Plastic Box,Camel,230,202,School Supplies,School Needs,50 Shades
5085,Veet Full Body Waxing Kit - Dry Skin,Veet,235,216,Personal Care,Personal Hygiene,20 U
5086,Britannia Gobbles Choco Chill Cake,Britannia,15,13,Packaged Food,Bakery,50 gm
5087,Butterfly Hippo Stainless Steel Gas Stove,Butterfly,3429,2099,Appliances,Kitchen Appliances,2 Burners
5088,Apsara Matt Magic 2.0 Extra Dark Pencil,Apsara,60,48,School Supplies,School Needs,Pack of 10
5089,Apsara Platinum Pencil,Apsara,60,53,School Supplies,School Needs,Pack of 10
5090,Doms Single Line A4 Size Notebook,Doms,80,60,School Supplies,School Needs,1 Book
5091,Satyam Sindhav Powder,Satyam,14,13,Grocery,Salt / Sugar / Jaggery,100 gm
5092,Tata Rock Salt Crusher,Tata,130,99,Grocery,Salt / Sugar / Jaggery,100 gm
5093,Veet Full Body Waxing Kit - Normal Skin,Veet,235,218,Personal Care,Personal Hygiene,20 U
5094,Doms Neon Rubber Tipped Pencil,Doms,60,55,School Supplies,School Needs,Pack of 10
5095,Veet Normal Skin Hair Removal Cream,Veet,80,74,Personal Care,Personal Hygiene,25 gm
5096,Veet Dry Skin Hair Removal Cream,Veet,80,74,Personal Care,Personal Hygiene,25 gm
5097,Sundaram A4 Longbook,Sundaram,85,64,School Supplies,School Needs,1 Book
5098,Dettol Hand Sanitizer,Dettol,25,24,Personal Care,Personal Hygiene,50 ml
5099,Dettol Hand Sanitizer,Dettol,100,93,Personal Care,Personal Hygiene,200 ml
5100,Sundaram A5 Size Longbook,Sundaram,60,45,School Supplies,School Needs,1 Book
5101,Doms Fusion X-Tra Dark Pencil - 10 Pieces,Doms,70,65,School Supplies,School Needs,Pack of 10
5102,Cello Gripper Blue Ballpoint Pen,Cello,50,45,School Supplies,School Needs,Pack of 5
5103,Cello Finegrip Blue Ball Pen,Cello,35,31,School Supplies,School Needs,Pack of 5
5104,No Fuss Women's Hanky - White,No Fuss,99,79,Clothing & Accessories,Women's,Pack of 6
5105,Camlin Scholar Mathematical Instruments,Camlin,130,104,School Supplies,School Needs,1 U
5106,Camlin Drawing Kit Combo,Camlin,149,131,School Supplies,School Needs,1 U
5107,Camlin Painting Kit,Camlin,199,175,School Supplies,School Needs,1 U
5108,Doms Single Line A4 Size Notebook,Doms,60,45,School Supplies,School Needs,1 Book
5109,Veet Silk and Fresh Hair Removal Cream - Sensitive Skin,Veet,245,225,Personal Care,Personal Hygiene,100 gm
5110,Sundaram Regular Longbook,Sundaram,65,48,School Supplies,School Needs,1 Book
5111,No Fuss Women's Hanky - Multicolour,No Fuss,99,79,Clothing & Accessories,Women's,Pack of 6
5112,Pidilite Fevi Stik Super Glue Stick,Pidilite,25,22,School Supplies,School Needs,8 gm
5113,Borges Green Sliced Olives,Borges,250,185,Packaged Food,Packaged Food,450 gm
5114,Lifebuoy Alcohol Based Germ Protection Hand Sanitizer,Lifebuoy,25,23,Personal Care,Personal Hygiene,50 ml
5115,Lifebuoy Alcohol Based Germ Protection Hand Sanitizer,Lifebuoy,95,88,Personal Care,Personal Hygiene,190 ml
5116,Camlin Colour Pencil,Camlin,60,48,School Supplies,School Needs,1 Unit
5117,Veet Silk and Fresh Hair Removal Cream - Normal Skin,Veet,245,225,Personal Care,Personal Hygiene,100 gm
5118,Relaxo Sparx Men's Slipper SFG49 - Black Red,Relaxo,549.5,511,Specials,Specials,Size 7
5119,Pidilite Fevicryl Acrylic Pouring Kit,Pidilite,275,249,School Supplies,School Needs,1 U
5120,Pidilite Rangeela Creative Clay - Fruit Pack,Pidilite,35,31,Baby & Kids,Baby & Kids,60 gm
5121,Camlin Exam Clip Board,Camlin,125,94,School Supplies,School Needs,1 Unit
5122,Dettol Original Liquid Handwash Pump,Dettol,99,92,Personal Care,Personal Hygiene,200 ml
5123,Godrej Mr Magic Handwash (1 Bottle + 1 Refill),Godrej,40,35,Personal Care,Personal Hygiene,9 gm
5124,Philips HC3505/15 Hair Clipper,Philips,1695,1499,Specials,Specials,1 U
5125,Relaxo Flite Women's Chappal PUL90L - N.Blue,Relaxo Flite,279.5,259,Specials,Specials,Size 5
5126,Relaxo Flite Women's Chappal PUL90L - N.Blue,Relaxo Flite,279.5,259,Specials,Specials,Size 6
5127,Relaxo Flite Women's Chappal PUL90L - N.Blue,Relaxo Flite,279.5,259,Specials,Specials,Size 7
5128,Cello School Kit,Cello,85,74,School Supplies,School Needs,1 U
5129,24 Mantra Organic Sugar,24 Mantra Organic,145,115,Grocery,Salt / Sugar / Jaggery,1 kg
